,Yr,Team,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
0,2020,Tohoku R,4.57,107,4108,3549,489,913,168,20,105,470,61,25,422,820,.257,.341,.405,.746,1436,80,43,68,26,9
0,2020,Fukuoka ,4.47,108,4052,3549,483,888,148,25,116,459,90,30,364,781,.250,.323,.404,.727,1434,45,33,74,32,13
0,2020,Hokkaido,4.13,107,4066,3529,442,883,136,16,82,424,69,21,405,785,.250,.330,.368,.698,1297,76,29,75,28,6
0,2020,Saitama ,4.01,105,3897,3429,421,818,148,22,97,402,70,35,356,848,.239,.315,.379,.694,1301,60,38,50,24,10
0,2020,Chiba Lo,3.89,106,3997,3397,412,807,153,9,82,391,78,30,444,821,.238,.334,.360,.694,1224,73,57,81,18,13
0,2020,Orix Buf,3.78,107,4006,3526,404,881,152,17,81,386,82,32,332,715,.250,.321,.372,.692,1310,82,45,84,19,17
0,2019,Saitama ,5.29,143,5619,4898,756,1299,229,23,174,718,134,49,556,1083,.265,.344,.428,.772,2096,88,49,78,38,23
0,2019,Chiba Lo,4.49,143,5502,4789,642,1194,214,21,158,613,75,35,505,1013,.249,.330,.402,.732,1924,99,87,92,29,12
0,2019,Tohoku R,4.29,143,5506,4766,614,1196,195,22,141,589,48,38,539,1127,.251,.333,.390,.723,1858,114,68,98,35,19
0,2019,Fukuoka ,4.07,143,5345,4775,582,1199,172,19,183,559,113,49,397,1084,.251,.312,.410,.723,1958,85,43,100,30,21
0,2019,Hokkaido,3.92,143,5428,4778,560,1200,211,28,93,532,48,25,496,1044,.251,.325,.365,.690,1746,106,43,78,33,18
0,2019,Orix Buf,3.80,143,5391,4774,544,1153,181,22,102,516,122,59,417,1030,.242,.309,.353,.662,1684,85,66,101,33,17
0,2018,Saitama ,5.54,143,5638,4941,792,1351,244,29,196,761,132,48,566,1103,.273,.352,.454,.805,2241,79,50,48,33,14
0,2018,Fukuoka ,4.79,143,5445,4855,685,1290,217,39,202,667,80,30,408,999,.266,.326,.451,.777,2191,85,44,102,36,26
0,2018,Hokkaido,4.12,143,5450,4759,589,1195,204,25,140,566,98,24,512,1101,.251,.329,.393,.722,1869,109,58,86,35,18
0,2018,Orix Buf,3.76,143,5373,4766,538,1162,204,25,108,513,97,39,396,1003,.244,.308,.365,.673,1740,98,59,118,34,24
0,2018,Chiba Lo,3.73,143,5411,4700,534,1159,207,35,78,510,124,57,474,888,.247,.324,.355,.679,1670,93,86,108,43,12
0,2018,Tohoku R,3.64,143,5393,4824,520,1163,166,25,132,500,69,39,428,1074,.241,.307,.368,.675,1775,109,42,76,23,23
0,2017,Saitama ,4.83,143,5445,4792,690,1264,236,28,153,660,129,40,457,1029,.264,.332,.420,.753,2015,95,58,93,45,4
0,2017,Fukuoka ,4.46,143,5382,4671,638,1208,202,32,164,613,73,47,488,1019,.259,.331,.421,.752,1966,78,36,156,31,16
0,2017,Tohoku R,4.09,143,5452,4812,585,1221,214,18,135,553,42,27,473,1018,.254,.324,.390,.714,1876,107,40,105,22,10
0,2017,Orix Buf,3.77,143,5411,4770,539,1197,190,23,127,519,33,23,409,1032,.251,.316,.380,.696,1814,105,57,149,26,6
0,2017,Hokkaido,3.56,143,5385,4749,509,1147,189,18,108,482,86,27,468,1122,.242,.313,.357,.670,1696,95,37,103,28,2
0,2017,Chiba Lo,3.35,143,5286,4718,479,1098,215,29,95,455,78,24,387,1099,.233,.297,.351,.648,1656,85,57,98,26,8
0,2016,Fukuoka ,4.45,143,5526,4744,637,1240,188,30,114,609,107,43,537,956,.261,.341,.386,.727,1830,110,57,148,40,14
0,2016,Hokkaido,4.33,143,5550,4795,619,1277,179,13,121,585,132,39,496,1076,.266,.340,.385,.725,1845,79,53,178,28,10
0,2016,Saitama ,4.33,143,5536,4881,619,1287,219,19,128,591,97,37,493,1071,.264,.335,.395,.730,1928,97,46,80,36,7
0,2016,Chiba Lo,4.08,143,5483,4810,583,1230,216,30,80,559,77,29,461,964,.256,.326,.363,.689,1746,102,58,120,34,14
0,2016,Tohoku R,3.80,143,5441,4806,544,1234,170,32,101,518,56,37,439,952,.257,.324,.368,.692,1771,112,48,122,26,10
0,2016,Orix Buf,3.49,143,5382,4747,499,1199,208,12,84,475,104,50,399,910,.253,.317,.355,.671,1683,93,57,154,25,12
0,2015,Fukuoka ,4.55,143,5559,4852,651,1294,217,22,141,619,94,48,507,950,.267,.340,.408,.747,1978,110,51,109,40,14
0,2015,Saitama ,4.41,143,5496,4818,631,1265,243,21,136,602,66,44,480,1194,.263,.335,.406,.742,1958,84,64,104,30,11
0,2015,Hokkaido,4.30,143,5469,4802,615,1238,205,27,106,578,134,38,487,1031,.258,.330,.378,.708,1815,90,46,104,30,10
0,2015,Chiba Lo,3.92,143,5362,4767,561,1227,203,34,85,531,71,30,410,858,.257,.320,.368,.688,1753,95,44,109,32,6
0,2015,Orix Buf,3.63,143,5380,4725,519,1175,184,16,94,508,88,54,446,923,.249,.321,.354,.675,1673,86,67,115,27,7
0,2015,Tohoku R,3.24,143,5423,4777,463,1150,180,16,85,440,118,60,445,926,.241,.311,.338,.650,1617,96,61,105,35,10
0,2014,Fukuoka ,4.22,144,5631,4935,607,1383,227,30,95,574,124,49,444,921,.280,.344,.396,.740,1955,96,59,146,47,21
0,2014,Hokkaido,4.12,144,5428,4731,593,1188,188,29,119,564,134,48,452,1092,.251,.321,.379,.700,1791,72,47,172,26,8
0,2014,Orix Buf,4.06,144,5469,4710,584,1215,211,22,110,559,126,58,470,907,.258,.334,.382,.717,1800,91,85,177,27,20
0,2014,Saitama ,3.99,144,5563,4782,574,1187,221,26,125,549,74,39,545,1234,.248,.329,.384,.712,1835,81,45,155,36,8
0,2014,Chiba Lo,3.86,144,5433,4836,556,1213,260,33,96,519,64,35,404,862,.251,.314,.378,.691,1827,79,53,109,31,7
0,2014,Tohoku R,3.81,144,5455,4768,549,1214,215,18,78,518,64,44,488,959,.255,.327,.356,.684,1699,119,45,118,36,9
0,2013,Fukuoka ,4.58,144,5585,4915,660,1348,225,31,125,635,87,39,422,1047,.274,.339,.409,.747,2010,87,72,144,32,5
0,2013,Tohoku R,4.36,144,5507,4819,628,1287,208,20,97,593,62,38,487,934,.267,.338,.379,.717,1826,99,50,110,41,13
0,2013,Chiba Lo,3.97,144,5496,4798,572,1257,206,29,91,532,91,35,453,834,.262,.331,.374,.705,1794,106,67,124,54,11
0,2013,Saitama ,3.96,144,5485,4775,570,1226,185,31,86,540,113,54,488,948,.257,.331,.363,.694,1731,107,58,132,32,12
0,2013,Hokkaido,3.71,144,5479,4787,534,1227,200,9,105,514,120,33,464,1061,.256,.326,.368,.694,1760,92,48,148,32,9
0,2013,Orix Buf,3.56,144,5479,4825,513,1235,216,18,93,485,84,35,433,902,.256,.323,.366,.689,1766,103,60,137,24,11
0,2012,Saitama ,3.58,144,5299,4648,516,1168,186,27,78,483,94,52,404,876,.251,.316,.353,.670,1642,102,55,157,35,6
0,2012,Hokkaido,3.54,144,5361,4758,510,1220,195,20,90,485,82,42,371,879,.256,.315,.363,.677,1725,68,45,161,26,12
0,2012,Chiba Lo,3.47,144,5369,4732,499,1215,208,20,64,477,64,42,404,851,.257,.320,.350,.670,1655,91,56,142,35,10
0,2012,Tohoku R,3.41,144,5323,4739,491,1192,175,24,52,463,119,52,346,782,.252,.307,.332,.639,1571,75,53,144,41,8
0,2012,Fukuoka ,3.14,144,5256,4734,452,1195,185,32,70,439,144,48,327,962,.252,.304,.349,.653,1654,69,38,123,34,19
0,2012,Orix Buf,3.08,144,5323,4740,443,1142,199,19,73,424,49,32,364,964,.241,.301,.337,.638,1598,88,56,129,34,11
0,2011,Saitama ,3.97,144,5427,4751,571,1204,191,18,103,551,88,28,408,940,.253,.318,.366,.685,1740,98,65,158,45,10
0,2011,Fukuoka ,3.82,144,5337,4752,550,1271,216,34,90,528,180,48,354,980,.267,.323,.384,.707,1825,72,49,147,35,14
0,2011,Hokkaido,3.35,144,5284,4736,482,1189,202,18,86,457,88,29,313,1014,.251,.304,.356,.659,1685,70,59,143,33,12
0,2011,Orix Buf,3.32,144,5316,4727,478,1172,186,15,76,459,49,30,352,992,.248,.307,.342,.649,1616,82,62,145,30,8
0,2011,Tohoku R,3.00,144,5207,4648,432,1140,175,13,53,408,130,53,307,912,.245,.298,.323,.621,1500,86,60,151,41,4
0,2011,Chiba Lo,3.00,144,5339,4760,432,1146,178,22,46,415,101,24,349,937,.241,.301,.316,.617,1506,85,74,119,37,8
0,2010,Chiba Lo,4.92,144,5681,4916,708,1350,244,17,126,663,88,30,546,1065,.275,.352,.408,.760,2006,130,63,113,43,12
0,2010,Saitama ,4.72,144,5576,4858,680,1317,243,20,150,655,111,35,487,1022,.271,.343,.422,.765,2050,107,70,113,48,15
0,2010,Orix Buf,4.47,144,5562,4935,644,1337,251,27,146,624,34,16,428,1048,.271,.335,.421,.757,2080,120,66,101,32,10
0,2010,Fukuoka ,4.43,144,5481,4898,638,1308,222,23,134,611,148,50,360,1004,.267,.323,.404,.727,1978,87,59,132,32,17
0,2010,Hokkaido,4.25,144,5504,4856,612,1330,229,20,91,585,102,31,381,920,.274,.331,.386,.717,1872,99,52,180,35,11
0,2010,Tohoku R,4.00,144,5493,4876,576,1290,233,20,95,546,78,36,422,980,.265,.328,.379,.707,1848,103,57,106,32,9
0,2009,Hokkaido,4.78,144,5625,4920,689,1370,290,27,112,656,105,33,444,985,.278,.343,.417,.760,2050,93,60,168,33,30
0,2009,Saitama ,4.61,144,5555,4933,664,1287,256,25,163,640,115,44,435,1116,.261,.328,.422,.750,2082,102,69,93,25,15
0,2009,Chiba Lo,4.31,144,5591,4885,620,1249,245,26,135,600,64,50,524,1093,.256,.333,.399,.732,1951,98,62,78,42,15
0,2009,Fukuoka ,4.17,144,5477,4811,600,1263,239,30,129,581,126,48,430,992,.263,.329,.405,.734,1949,94,62,137,37,20
0,2009,Tohoku R,4.15,144,5518,4846,598,1295,233,21,108,568,103,41,460,906,.267,.336,.391,.727,1894,130,57,121,34,20
0,2009,Orix Buf,4.06,144,5535,4915,585,1348,257,12,118,559,67,44,405,953,.274,.335,.403,.739,1983,112,63,117,35,16
0,2008,Saitama ,4.97,144,5548,4952,715,1339,270,21,198,693,107,46,378,1093,.270,.330,.453,.783,2245,98,83,95,40,11
0,2008,Chiba Lo,4.60,144,5519,4890,662,1309,280,32,127,640,76,42,463,955,.268,.335,.416,.751,2034,95,52,78,36,14
0,2008,Orix Buf,4.42,144,5483,4817,637,1261,258,25,152,613,63,36,435,992,.262,.329,.420,.749,2025,90,66,124,41,23
0,2008,Tohoku R,4.35,144,5556,4880,627,1329,232,18,94,604,101,38,439,777,.272,.340,.385,.725,1879,117,75,132,30,16
0,2008,Fukuoka ,3.86,144,5550,5016,556,1330,239,32,99,535,92,37,341,1057,.265,.317,.385,.702,1930,80,54,105,34,18
0,2008,Nippon H,3.70,144,5364,4726,533,1206,224,27,82,516,79,40,380,1010,.255,.316,.366,.682,1730,85,53,173,32,23
0,2007,Chiba Lo,4.37,144,5528,4906,629,1287,253,28,107,603,90,41,423,1025,.262,.326,.391,.716,1917,85,63,85,51,13
0,2007,Fukuoka ,3.99,144,5468,4936,575,1317,248,24,106,539,84,42,346,1017,.267,.319,.391,.710,1931,82,44,115,27,22
0,2007,Tohoku R,3.99,144,5374,4762,575,1250,214,16,111,544,89,51,405,844,.262,.327,.384,.711,1829,144,67,108,32,19
0,2007,Seibu Li,3.92,144,5419,4797,564,1265,231,18,126,539,118,38,389,1001,.264,.327,.398,.725,1910,106,81,118,34,13
0,2007,Orix Buf,3.72,144,5441,4855,536,1256,208,16,119,512,41,32,366,897,.259,.317,.382,.698,1853,121,63,119,38,22
0,2007,Nippon H,3.65,144,5387,4820,526,1247,213,27,73,498,112,35,328,972,.259,.312,.360,.672,1733,74,61,151,27,25
0,2006,Seibu Li,4.74,136,5303,4652,645,1277,231,28,131,607,111,46,441,914,.275,.342,.421,.763,1957,90,53,129,28,28
0,2006,Nippon H,4.17,136,5124,4567,567,1227,230,24,135,551,69,42,335,897,.269,.323,.418,.741,1910,76,48,133,41,21
0,2006,Fukuoka ,4.07,136,5162,4543,553,1178,211,30,82,523,71,34,396,913,.259,.324,.373,.697,1695,90,57,131,35,27
0,2006,Chiba Lo,3.69,136,5081,4548,502,1147,209,24,111,486,71,42,391,993,.252,.315,.382,.697,1737,99,45,57,40,18
0,2006,Orix Buf,3.54,136,5109,4587,481,1162,195,12,106,453,51,31,362,874,.253,.311,.370,.682,1699,109,35,103,22,15
0,2006,Tohoku R,3.32,136,5137,4577,452,1183,209,16,67,422,75,44,368,902,.258,.320,.355,.675,1625,129,58,110,24,14
0,2005,Chiba Lo,5.44,136,5313,4730,740,1336,278,34,143,713,101,48,438,902,.282,.347,.446,.793,2111,93,50,56,39,13
0,2005,Fukuoka ,4.84,136,5179,4624,658,1300,225,23,172,636,72,42,356,818,.281,.340,.451,.792,2087,114,77,86,36,22
0,2005,Nippon H,4.45,136,5203,4734,605,1203,202,22,165,585,53,24,349,1151,.254,.310,.411,.721,1944,65,44,54,22,20
0,2005,Seibu Li,4.44,136,5214,4611,604,1240,234,18,162,572,70,28,437,926,.269,.337,.433,.770,1996,112,52,88,26,35
0,2005,Orix Buf,3.88,136,5166,4616,527,1202,202,17,97,509,44,26,376,835,.260,.320,.375,.695,1729,93,45,97,32,10
0,2005,Tohoku R,3.71,136,5068,4577,504,1166,209,16,88,474,41,34,347,919,.255,.312,.365,.677,1671,124,44,70,30,5
0,2004,Nippon H,5.91,133,5764,5095,786,1427,265,25,193,756,48,32,497,1077,.280,.352,.456,.807,2321,110,86,52,34,23
0,2004,Fukuoka ,5.59,133,5407,4709,743,1369,248,28,184,710,85,40,495,816,.291,.366,.472,.839,2225,124,90,74,39,20
0,2004,Seibu Li,5.40,133,5270,4604,718,1271,220,25,183,691,97,34,483,938,.276,.350,.454,.804,2090,87,59,88,36,31
0,2004,Chiba Lo,4.88,133,5262,4605,649,1218,278,29,143,626,49,34,497,895,.264,.339,.431,.770,1983,91,42,82,36,17
0,2004,Osaka Ki,4.74,133,5247,4544,630,1221,221,15,121,601,59,31,511,825,.269,.346,.404,.750,1835,114,43,119,30,24
0,2004,Orix Blu,4.68,133,5213,4596,622,1300,254,25,112,587,90,53,402,794,.283,.347,.422,.769,1940,109,65,122,28,19
0,2003,Fukuoka ,5.87,140,5649,4926,822,1461,276,33,154,794,147,51,516,824,.297,.369,.460,.828,2265,127,74,85,48,22
0,2003,Osaka Ki,5.13,140,5478,4748,718,1302,247,23,187,695,83,32,547,861,.274,.351,.454,.805,2156,107,38,104,41,24
0,2003,Seibu Li,4.94,140,5409,4770,692,1295,247,29,191,656,84,48,464,892,.271,.339,.456,.794,2173,86,35,112,28,32
0,2003,Nippon H,4.82,140,5480,4875,675,1310,245,20,149,645,90,42,451,1148,.269,.338,.419,.756,2042,111,66,67,21,24
0,2003,Orix Blu,4.66,140,5417,4837,652,1333,257,18,174,622,74,55,424,948,.276,.338,.444,.782,2148,124,48,75,33,12
0,2003,Chiba Lo,4.65,140,5398,4761,651,1292,283,30,145,628,68,41,443,919,.271,.337,.435,.772,2070,113,49,105,40,15
0,2002,Seibu Li,4.80,140,5379,4737,672,1315,237,22,183,644,107,57,420,931,.278,.342,.453,.795,2145,64,57,138,27,49
0,2002,Fukuoka ,4.50,140,5262,4708,630,1258,227,18,160,606,72,50,359,847,.267,.325,.425,.750,2001,101,62,102,31,16
0,2002,Osaka Ki,4.27,140,5331,4735,598,1223,249,20,177,579,32,20,389,930,.258,.321,.431,.752,2043,94,56,131,20,32
0,2002,Nippon H,3.61,140,5207,4653,506,1149,213,24,146,486,72,34,353,1037,.247,.304,.397,.702,1848,77,46,123,32,34
0,2002,Chiba Lo,3.57,140,5188,4602,500,1135,250,20,101,478,57,23,386,957,.247,.311,.375,.686,1728,89,57,113,30,14
0,2002,Orix Blu,3.13,140,5189,4615,438,1083,201,13,102,416,86,34,361,1058,.235,.297,.350,.648,1616,83,58,138,17,20
0,2001,Osaka Ki,5.50,140,5566,4765,770,1332,235,16,211,748,35,20,587,885,.280,.363,.468,.832,2232,136,57,126,31,20
0,2001,Fukuoka ,5.29,140,5467,4861,741,1329,222,18,203,719,98,32,469,887,.273,.341,.452,.792,2196,88,42,66,29,16
0,2001,Orix Blu,4.65,140,5461,4768,651,1252,229,21,143,619,60,29,502,913,.263,.336,.409,.745,1952,99,41,116,34,14
0,2001,Seibu Li,4.43,140,5405,4645,620,1189,202,21,184,594,111,42,560,865,.256,.340,.427,.767,1985,104,48,121,31,23
0,2001,Nippon H,4.24,140,5394,4774,593,1221,209,21,147,570,95,54,450,937,.256,.323,.401,.724,1913,74,38,105,27,22
0,2001,Chiba Lo,4.24,140,5396,4610,593,1190,237,23,133,569,55,33,573,863,.258,.342,.406,.748,1872,126,36,137,40,11
0,2000,Nippon H,5.71,135,5354,4627,771,1285,225,31,177,735,107,40,553,815,.278,.357,.455,.812,2103,91,40,94,40,20
0,2000,Orix Blu,4.73,135,5256,4517,638,1176,212,18,116,610,72,30,559,844,.260,.343,.392,.735,1772,86,31,108,41,26
0,2000,Fukuoka ,4.67,135,5204,4525,630,1212,217,27,129,610,57,36,493,849,.268,.343,.413,.756,1870,97,42,106,38,14
0,2000,Chiba Lo,4.61,135,5250,4528,622,1175,220,24,109,587,88,26,544,791,.259,.341,.391,.732,1770,98,33,110,35,20
0,2000,Seibu Li,4.55,135,5247,4504,614,1148,214,26,97,584,85,48,539,824,.255,.337,.379,.715,1705,97,38,124,42,22
0,2000,Osaka Ki,4.53,135,5175,4496,612,1176,200,34,125,583,68,45,481,782,.262,.336,.405,.741,1819,90,43,122,33,21
0,1999,Orix Blu,4.59,135,5285,4574,620,1205,205,15,112,597,69,26,523,846,.263,.343,.388,.731,1776,92,44,114,30,34
0,1999,Nippon H,4.55,135,5171,4559,614,1184,223,26,148,587,67,38,457,942,.260,.332,.417,.749,1903,100,48,81,26,16
0,1999,Osaka Ki,4.41,135,5161,4497,595,1157,224,15,151,573,73,35,459,762,.257,.329,.414,.744,1864,113,39,138,28,19
0,1999,Fukuoka ,4.17,135,5192,4511,563,1161,199,26,140,542,80,47,480,912,.257,.334,.406,.740,1832,87,50,127,24,27
0,1999,Chiba Lo,4.01,135,5118,4467,541,1147,238,34,97,515,64,47,448,812,.257,.328,.390,.718,1744,96,35,144,24,22
0,1999,Seibu Li,3.96,135,5162,4438,535,1144,170,24,89,510,136,48,520,736,.258,.337,.367,.704,1629,97,32,130,42,17
0,1998,Nippon H,4.70,135,5210,4456,635,1136,175,19,150,599,91,34,577,888,.255,.343,.404,.746,1799,118,36,107,34,26
0,1998,Osaka Ki,4.39,135,5188,4495,593,1198,224,28,126,564,80,34,466,721,.267,.339,.413,.752,1856,99,45,149,33,25
0,1998,Orix Blu,4.34,135,5234,4561,586,1204,225,18,140,561,42,29,487,819,.264,.339,.413,.753,1885,117,48,109,29,29
0,1998,Seibu Li,4.34,135,5237,4505,586,1217,185,28,115,543,145,73,510,678,.270,.346,.400,.746,1803,104,39,135,48,25
0,1998,Chiba Lo,4.30,135,5228,4572,581,1240,241,35,102,556,80,34,470,767,.271,.340,.406,.747,1857,103,30,117,39,28
0,1998,Fukuoka ,4.04,135,5080,4425,546,1167,209,22,100,507,89,47,449,786,.264,.336,.389,.725,1720,96,50,119,37,20
0,1997,Seibu Li,4.86,135,5284,4595,656,1293,231,43,110,610,200,56,474,772,.281,.352,.422,.774,1940,84,46,137,32,34
0,1997,Osaka Ki,4.47,135,5249,4572,603,1252,223,25,112,580,112,53,458,804,.274,.342,.407,.749,1861,85,37,141,41,24
0,1997,Fukuoka ,4.35,135,5178,4543,587,1201,188,21,132,564,94,55,471,771,.264,.336,.402,.738,1827,103,39,84,41,20
0,1997,Orix Blu,4.31,135,5258,4521,582,1191,208,21,111,548,70,24,523,848,.263,.343,.392,.735,1774,92,45,130,39,29
0,1997,Nippon H,4.24,135,5214,4574,572,1213,221,16,128,539,63,34,484,872,.265,.339,.404,.744,1850,120,49,68,39,14
0,1997,Chiba Lo,3.45,135,5048,4458,466,1111,171,29,75,429,117,46,428,844,.249,.316,.351,.667,1565,106,27,94,41,21
0,1996,Orix Blu,4.67,130,5155,4484,607,1215,177,18,124,580,63,21,461,851,.271,.342,.401,.744,1800,90,43,134,33,32
0,1996,Osaka Ki,4.27,130,4952,4319,555,1103,177,17,146,533,76,41,458,891,.255,.329,.406,.735,1752,87,35,105,35,20
0,1996,Fukuoka ,4.24,130,4933,4346,551,1143,196,28,97,516,140,63,426,778,.263,.331,.388,.718,1686,88,34,83,44,10
0,1996,Nippon H,4.05,130,4968,4310,527,1073,175,26,130,502,69,34,461,917,.249,.325,.392,.717,1690,83,40,126,31,22
0,1996,Seibu Li,3.98,130,4908,4348,517,1120,191,19,141,494,149,46,377,782,.258,.319,.408,.727,1772,82,29,124,30,10
0,1996,Chiba Lo,3.51,130,4916,4301,456,1086,191,20,85,437,71,32,421,823,.252,.320,.365,.686,1572,89,20,148,26,19
0,1995,Orix Blu,4.39,130,5017,4310,571,1118,192,22,115,539,82,34,483,859,.259,.339,.394,.733,1699,85,52,139,33,35
0,1995,Seibu Li,3.83,130,4904,4329,498,1066,172,18,117,471,113,52,426,841,.246,.318,.375,.693,1625,92,39,88,22,17
0,1995,Fukuoka ,3.78,130,4930,4380,492,1133,183,27,94,469,105,61,411,847,.259,.325,.377,.702,1652,111,33,76,30,21
0,1995,Chiba Lo,3.70,130,4891,4260,481,1084,161,23,88,458,84,54,435,850,.254,.325,.365,.691,1555,89,28,138,30,14
0,1995,Nippon H,3.67,130,4868,4287,477,1016,150,15,105,456,68,47,430,931,.237,.309,.352,.662,1511,78,31,92,28,24
0,1995,Osaka Ki,3.52,130,4844,4290,457,1006,163,22,105,428,65,32,419,942,.234,.304,.356,.661,1528,74,24,83,28,15
0,1994,Osaka Ki,5.39,130,5044,4434,701,1213,246,19,169,681,75,35,445,976,.274,.341,.452,.793,2004,81,34,89,42,14
0,1994,Seibu Li,5.13,130,5032,4377,667,1221,217,23,122,621,140,50,488,829,.279,.352,.423,.774,1850,94,23,105,39,21
0,1994,Fukuoka ,4.65,130,5089,4465,604,1228,221,21,132,576,67,36,518,846,.275,.352,.423,.775,1887,99,33,39,34,28
0,1994,Orix Blu,4.62,130,5105,4453,601,1268,224,20,92,568,61,35,449,804,.285,.353,.406,.759,1808,85,39,125,39,18
0,1994,Chiba Lo,4.01,130,4865,4378,521,1143,227,29,104,503,54,37,345,759,.261,.317,.397,.714,1740,73,27,80,35,12
0,1994,Nippon H,3.73,130,4942,4327,485,1089,156,19,101,459,80,67,484,823,.252,.329,.367,.696,1586,109,28,76,27,5
0,1993,Osaka Ki,4.32,130,4883,4338,562,1118,181,29,145,530,124,59,391,908,.258,.321,.413,.734,1792,79,30,94,30,9
0,1993,Nippon H,4.29,130,4941,4315,558,1117,202,18,106,527,130,75,483,861,.259,.336,.388,.723,1673,82,31,83,29,20
0,1993,Orix Blu,3.97,130,4980,4343,516,1100,192,16,125,493,83,41,489,856,.253,.330,.391,.721,1699,108,24,93,31,17
0,1993,Seibu Li,3.94,130,4964,4276,512,1111,184,26,114,481,90,46,487,797,.260,.338,.395,.733,1689,99,31,142,28,11
0,1993,Chiba Lo,3.75,130,4861,4296,487,1078,219,29,95,465,75,38,403,786,.251,.317,.382,.699,1640,80,29,99,34,14
0,1993,Fukuoka ,3.34,130,4884,4349,434,1071,190,33,75,414,95,46,426,842,.246,.315,.357,.672,1552,100,23,63,23,15
0,1992,Seibu Li,5.06,130,5025,4300,658,1196,213,14,159,623,116,53,516,781,.278,.359,.445,.804,1914,93,41,145,23,10
0,1992,Osaka Ki,4.46,130,4888,4272,580,1057,181,30,155,557,112,46,457,903,.247,.324,.413,.737,1763,81,38,97,24,17
0,1992,Orix Blu,4.15,130,4982,4384,540,1191,220,33,88,507,72,32,398,758,.272,.335,.397,.732,1741,96,40,118,42,18
0,1992,Fukuoka ,4.11,130,4877,4296,534,1109,167,21,139,519,115,32,433,786,.258,.327,.404,.731,1735,100,24,93,31,17
0,1992,Nippon H,3.82,130,4940,4307,497,1115,170,20,99,472,66,37,416,830,.259,.326,.377,.703,1622,83,27,164,26,18
0,1992,Chiba Lo,3.54,130,4869,4247,460,1023,193,29,89,442,67,27,420,742,.241,.312,.363,.675,1541,67,36,128,38,19
0,1991,Seibu Li,4.80,130,4992,4265,624,1131,205,18,155,593,104,46,504,722,.265,.345,.431,.776,1837,77,32,160,31,16
0,1991,Osaka Ki,4.55,130,4931,4312,592,1143,184,27,157,568,62,32,443,797,.265,.335,.429,.764,1852,81,26,117,33,30
0,1991,Fukuoka ,4.28,130,4970,4325,557,1096,192,21,152,537,141,43,489,822,.253,.331,.413,.744,1786,83,27,99,30,30
0,1991,Orix Blu,4.26,130,4966,4379,554,1145,202,32,127,531,76,37,423,651,.261,.327,.409,.736,1792,94,25,88,51,18
0,1991,Lotte Or,3.72,130,4930,4324,484,1124,195,27,89,447,61,34,388,694,.260,.324,.379,.703,1640,75,36,152,30,19
0,1991,Nippon H,3.56,130,4852,4242,463,1065,164,18,112,448,81,50,448,721,.251,.324,.377,.702,1601,105,24,112,26,16
0,1990,Orix Bra,5.31,130,5046,4361,690,1181,190,25,186,657,134,49,531,887,.271,.352,.454,.806,1979,98,30,93,31,28
0,1990,Osaka Ki,5.22,130,5063,4459,678,1226,224,28,181,640,67,32,414,868,.275,.340,.460,.799,2049,78,41,116,33,20
0,1990,Seibu Li,4.88,130,4982,4226,634,1111,186,21,162,584,175,54,505,789,.263,.345,.432,.777,1825,76,46,170,35,14
0,1990,Lotte Or,4.39,130,5031,4360,571,1141,202,31,132,541,95,41,469,787,.262,.336,.413,.749,1801,56,28,151,23,31
0,1990,Nippon H,4.38,130,4962,4343,570,1141,204,20,128,534,76,47,454,751,.263,.335,.407,.743,1769,107,36,98,31,15
0,1990,Fukuoka ,4.02,130,4947,4335,522,1089,211,23,116,487,61,30,433,820,.251,.321,.391,.712,1694,89,31,116,32,15
0,1989,Orix Bra,5.12,130,5080,4356,665,1210,200,23,170,647,66,42,538,687,.278,.360,.451,.811,1966,127,36,119,31,45
0,1989,Seibu Li,4.95,130,5104,4300,644,1166,184,32,150,612,149,59,548,659,.271,.356,.433,.790,1864,97,43,169,44,24
0,1989,Fukuoka ,4.69,130,5001,4309,610,1107,199,20,166,586,85,48,540,840,.257,.340,.428,.768,1844,82,18,110,24,24
0,1989,Osaka Ki,4.66,130,4965,4338,606,1134,210,17,157,580,45,27,438,833,.261,.332,.426,.758,1849,71,33,134,22,25
0,1989,Lotte Or,4.29,130,4973,4418,558,1174,213,24,119,525,99,42,379,661,.266,.329,.406,.734,1792,90,42,118,16,19
0,1989,Nippon H,4.05,130,4898,4313,527,1147,186,20,131,504,144,83,436,689,.266,.335,.409,.745,1766,110,28,91,30,20
0,1988,Seibu Li,4.96,130,5021,4361,645,1176,178,20,176,613,95,60,471,786,.270,.344,.441,.785,1922,91,37,129,23,32
0,1988,Nankai H,4.45,130,4933,4302,578,1149,156,21,162,555,75,54,474,742,.267,.340,.426,.766,1833,108,24,94,39,27
0,1988,Hankyu B,4.09,130,4858,4302,532,1134,173,20,117,498,51,31,395,583,.264,.328,.395,.723,1698,116,34,99,28,39
0,1988,Osaka Ki,3.96,130,4709,4188,515,1058,173,22,154,497,46,27,367,714,.253,.314,.415,.729,1737,92,19,109,26,26
0,1988,Lotte Or,3.74,130,4884,4333,486,1136,191,16,100,461,106,35,349,638,.262,.322,.383,.705,1659,98,50,120,32,21
